timestamp,source_file,level,indicator_tags,ip_src,ip_dst,service,message,line_number
2017-05-16 00:00:00,OpenStack_2k.log,INFO,info,10.11.10.1,,,"nova-api.log.1.2017-05-16_13:53:08 .008 25746 nova.osapi_compute.wsgi.server [req-38101a0b-2096-447d-96ea-a692162415ae 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2477829",1
2017-05-16 00:00:00,OpenStack_2k.log,INFO,info,10.11.10.1,,,"nova-api.log.1.2017-05-16_13:53:08 .272 25746 nova.osapi_compute.wsgi.server [req-9bc36dd9-91c5-4314-898a-47625eb93b09 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2577181",2
2017-05-16 00:00:01,OpenStack_2k.log,INFO,info,10.11.10.1,,,"nova-api.log.1.2017-05-16_13:53:08 .551 25746 nova.osapi_compute.wsgi.server [req-55db2d8d-cdb7-4b4b-993b-429be84c0c3e 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2731631",3
2017-05-16 00:00:01,OpenStack_2k.log,INFO,info,10.11.10.1,,,"nova-api.log.1.2017-05-16_13:53:08 .813 25746 nova.osapi_compute.wsgi.server [req-2a3dc421-6604-42a7-9390-a18dc824d5d6 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2580249",4
2017-05-16 00:00:03,OpenStack_2k.log,INFO,info,10.11.10.1,,,"nova-api.log.1.2017-05-16_13:53:08 .091 25746 nova.osapi_compute.wsgi.server [req-939eb332-c1c1-4e67-99b8-8695f8f1980a 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2727931",5
2017-05-16 00:00:03,OpenStack_2k.log,INFO,info,10.11.10.1,,,"nova-api.log.1.2017-05-16_13:53:08 .358 25746 nova.osapi_compute.wsgi.server [req-b6a4fa91-7414-432a-b725-52b5613d3ca3 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2642131",6
2017-05-16 00:00:04,OpenStack_2k.log,INFO,info,,,,nova-compute.log.1.2017-05-16_13:55:31 .500 2931 nova.compute.manager [req-3ea4052c-895d-4b64-9e2d-04d64c4d94ab - - - - -] [instance: b9000564-fe1a-409b-b8cc-1e88b294cd1d] VM Started (Lifecycle Event),7
2017-05-16 00:00:04,OpenStack_2k.log,INFO,info,,,,nova-compute.log.1.2017-05-16_13:55:31 .562 2931 nova.compute.manager [req-3ea4052c-895d-4b64-9e2d-04d64c4d94ab - - - - -] [instance: b9000564-fe1a-409b-b8cc-1e88b294cd1d] VM Paused (Lifecycle Event),8
2017-05-16 00:00:04,OpenStack_2k.log,INFO,info,,,,nova-compute.log.1.2017-05-16_13:55:31 .693 2931 nova.compute.manager [req-3ea4052c-895d-4b64-9e2d-04d64c4d94ab - - - - -] [instance: b9000564-fe1a-409b-b8cc-1e88b294cd1d] During sync_power_state the instance has a pending task (spawning). Skip.,9
2017-05-16 00:00:04,OpenStack_2k.log,INFO,info,10.11.10.1,,,"nova-api.log.1.2017-05-16_13:53:08 .789 25746 nova.osapi_compute.wsgi.server [req-bbfc3fb8-7cb3-4ac8-801e-c893d1082762 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.4256971",10
2017-05-16 00:00:05,OpenStack_2k.log,INFO,info,10.11.10.1,,,"nova-api.log.1.2017-05-16_13:53:08 .060 25746 nova.osapi_compute.wsgi.server [req-31826992-8435-4e03-bc09-ba9cca2d8ef9 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2661140",11
2017-05-16 00:00:05,OpenStack_2k.log,INFO,info,,,,nova-compute.log.1.2017-05-16_13:55:31 .185 2931 nova.virt.libvirt.imagecache [req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -] image 0673dd71-34c5-4fbb-86c4-40623fbe45b4 at (/var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742): checking,12
2017-05-16 00:00:05,OpenStack_2k.log,INFO,info,,,,"nova-compute.log.1.2017-05-16_13:55:31 .186 2931 nova.virt.libvirt.imagecache [req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -] image 0673dd71-34c5-4fbb-86c4-40623fbe45b4 at (/var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742): in use: on this node 1 local, 0 on other nodes sharing this instance storage",13
2017-05-16 00:00:05,OpenStack_2k.log,INFO,info,,,,nova-compute.log.1.2017-05-16_13:55:31 .367 2931 nova.virt.libvirt.imagecache [req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -] Active base files: /var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742,14
2017-05-16 00:00:06,OpenStack_2k.log,INFO,info,10.11.10.1,,,"nova-api.log.1.2017-05-16_13:53:08 .321 25746 nova.osapi_compute.wsgi.server [req-7160b3e7-676b-498f-b147-7759d8eaea76 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2563808",15
2017-05-16 00:00:06,OpenStack_2k.log,INFO,info,10.11.10.1,,,"nova-api.log.1.2017-05-16_13:53:08 .584 25746 nova.osapi_compute.wsgi.server [req-e46f1fc1-61ce-4673-b3c7-f8bd94554273 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2580891",16
