window_start,event_count_scaled,fail_success_ratio_scaled,mean_hour_scaled,after_hours_ratio_scaled,weekend_ratio_scaled,msg_connection_count_scaled,msg_open_count_scaled,port_mean_scaled,mean_inter_event_time_scaled,peak_events_per_min_scaled,burstiness_index_scaled,events_per_min_std_scaled,top_tag_1_freq_scaled,top_tag_2_freq_scaled,top_tag_1_info_scaled,top_tag_1_error_scaled,actor_ip_encoded,dbscan_cluster,dbscan_silhouette_score,isolation_forest_score,isolation_forest_anomaly,isolation_forest_top_anomaly,pca_component_1,pca_component_2,processing_timestamp
2017-07-03 20:25:00+00:00,-0.25336491509502124,-0.11624763874381923,1.6066749649883265,0.8864052604279182,-0.345547370232544,-0.5824823725107175,-0.634922516329903,-0.5638386520534213,-8.204640795236539e-17,2.0511601988091347e-17,2.666508258451875e-16,-5.921189464667501e-17,-7.665319739725795e-16,0.0,-0.7284313590846837,-0.2672612419124244,0,-1,-1,0.15869731173038854,0,False,-26.93005832496873,-1.3019403501321474,2025-10-02T10:30:21.960501
1900-07-07 13:40:00+00:00,-0.25336491509502124,-0.11624763874381923,0.6817798371167569,-1.1281521496355322,2.8939592256975564,-0.5824823725107175,-0.634922516329903,0.29784776944961977,-8.204640795236539e-17,2.0511601988091347e-17,2.666508258451875e-16,-5.921189464667501e-17,-7.665319739725795e-16,0.0,-0.7284313590846837,-0.2672612419124244,1,-1,-1,0.12856888305675862,0,False,-25.900720428737465,-2.4292469096714324,2025-10-02T10:30:21.960501
1900-07-05 12:50:00+00:00,-0.25336491509502124,-0.11624763874381923,0.5496519617065327,-1.1281521496355322,-0.345547370232544,-0.5824823725107175,-0.634922516329903,-6.978188705261221e-18,-8.204640795236539e-17,2.0511601988091347e-17,2.666508258451875e-16,-5.921189464667501e-17,-7.665319739725795e-16,0.0,-0.7284313590846837,-0.2672612419124244,2,-1,-1,0.2388511951371653,0,False,-24.932718627126196,-1.7850854960888867,2025-10-02T10:30:21.960501
1900-07-05 14:15:00+00:00,-0.25336491509502124,-0.11624763874381923,0.8139077125269811,-1.1281521496355322,-0.345547370232544,-0.5824823725107175,-0.634922516329903,0.29784776944961977,-8.204640795236539e-17,2.0511601988091347e-17,2.666508258451875e-16,-5.921189464667501e-17,-7.665319739725795e-16,0.0,-0.7284313590846837,-0.2672612419124244,2,-1,-1,0.23432523607335565,0,False,-24.924309701006422,-1.9564712650007177,2025-10-02T10:30:21.960501
1900-07-03 15:45:00+00:00,-0.25336491509502124,-0.11624763874381923,0.9460355879372053,-1.1281521496355322,-0.345547370232544,-0.5824823725107175,-0.634922516329903,0.29784776944961977,-8.204640795236539e-17,2.0511601988091347e-17,2.666508258451875e-16,-5.921189464667501e-17,-7.665319739725795e-16,0.0,-0.7284313590846837,-0.2672612419124244,3,-1,-1,0.2354540816027076,0,False,-23.923664129146786,-1.9784594787445686,2025-10-02T10:30:21.960501
1900-07-01 11:35:00+00:00,-0.25336491509502124,-0.11624763874381923,0.41752408629630855,-1.1281521496355322,2.8939592256975564,-0.5824823725107175,-0.634922516329903,-6.978188705261221e-18,-8.204640795236539e-17,2.0511601988091347e-17,2.666508258451875e-16,-5.921189464667501e-17,-7.665319739725795e-16,0.0,-0.7284313590846837,-0.2672612419124244,4,-1,-1,0.14253130209092785,0,False,-22.91306699243777,-2.170151456098013,2025-10-02T10:30:21.960501
1900-07-04 06:10:00+00:00,-0.25336491509502124,-0.11624763874381923,-0.24311529075481256,-1.1281521496355322,-0.345547370232544,-0.5824823725107175,-0.634922516329903,-6.978188705261221e-18,-8.204640795236539e-17,2.0511601988091347e-17,2.666508258451875e-16,-5.921189464667501e-17,-7.665319739725795e-16,0.0,-0.7284313590846837,-0.2672612419124244,5,-1,-1,0.21939152701505665,0,False,-21.948404971025592,-1.3900271596410159,2025-10-02T10:30:21.960501
1900-07-04 06:50:00+00:00,-0.25336491509502124,-0.11624763874381923,-0.24311529075481256,-1.1281521496355322,-0.345547370232544,-0.5824823725107175,-0.634922516329903,0.29784776944961977,-8.204640795236539e-17,2.0511601988091347e-17,2.666508258451875e-16,-5.921189464667501e-17,-7.665319739725795e-16,0.0,-0.7284313590846837,-0.2672612419124244,5,-1,-1,0.21485163348900788,0,False,-21.943912280345447,-1.458963377957418,2025-10-02T10:30:21.960501
1900-07-04 09:00:00+00:00,-0.25336491509502124,-0.11624763874381923,0.15326833547586008,-1.1281521496355322,-0.345547370232544,-0.5824823725107175,-0.634922516329903,0.29784776944961977,-8.204640795236539e-17,2.0511601988091347e-17,2.666508258451875e-16,-5.921189464667501e-17,-7.665319739725795e-16,0.0,-0.7284313590846837,-0.2672612419124244,5,-1,-1,0.2377411250149204,0,False,-21.938037927186013,-1.612637703850559,2025-10-02T10:30:21.960501
1900-07-04 09:55:00+00:00,-0.25336491509502124,-0.11624763874381923,0.15326833547586008,-1.1281521496355322,-0.345547370232544,-0.5824823725107175,-0.634922516329903,-6.978188705261221e-18,-8.204640795236539e-17,2.0511601988091347e-17,2.666508258451875e-16,-5.921189464667501e-17,-7.665319739725795e-16,0.0,-0.7284313590846837,-0.2672612419124244,5,-1,-1,0.24371850709782616,0,False,-21.94253061786616,-1.5437014855341569,2025-10-02T10:30:21.960501
1900-07-04 20:25:00+00:00,-0.25336491509502124,-0.11624763874381923,1.6066749649883265,0.8864052604279182,-0.345547370232544,-0.5824823725107175,-0.634922516329903,-6.978188705261221e-18,-8.204640795236539e-17,2.0511601988091347e-17,2.666508258451875e-16,-5.921189464667501e-17,-7.665319739725795e-16,0.0,-0.7284313590846837,-0.2672612419124244,5,-1,-1,0.20614651560101988,0,False,-21.92811619736948,-1.286256771835005,2025-10-02T10:30:21.960501
1900-07-06 01:10:00+00:00,-0.25336491509502124,-0.11624763874381923,-0.9037546678059336,0.8864052604279182,-0.345547370232544,-0.5824823725107175,-0.634922516329903,0.29784776944961977,-8.204640795236539e-17,2.0511601988091347e-17,2.666508258451875e-16,-5.921189464667501e-17,-7.665319739725795e-16,0.0,-0.7284313590846837,-0.2672612419124244,6,-1,-1,0.20090284035934547,0,False,-20.962140289225914,-0.35268569794098037,2025-10-02T10:30:21.960501
1900-07-03 18:35:00+00:00,-0.25336491509502124,-0.11624763874381923,1.342419214167878,-1.1281521496355322,-0.345547370232544,-0.5824823725107175,-0.634922516329903,-6.978188705261221e-18,-8.204640795236539e-17,2.0511601988091347e-17,2.666508258451875e-16,-5.921189464667501e-17,-7.665319739725795e-16,0.0,-0.7284313590846837,-0.2672612419124244,7,-1,-1,0.2381110439966534,0,False,-19.927532650108198,-1.9462513401058552,2025-10-02T10:30:21.960501
1900-07-02 02:15:00+00:00,-0.25336491509502124,-0.11624763874381923,-0.7716267923957093,0.8864052604279182,-0.345547370232544,-0.5824823725107175,-0.634922516329903,0.29784776944961977,-8.204640795236539e-17,2.0511601988091347e-17,2.666508258451875e-16,-5.921189464667501e-17,-7.665319739725795e-16,0.0,-0.7284313590846837,-0.2672612419124244,8,-1,-1,0.21451693087955154,0,False,-18.96280726322647,-0.34543735013096866,2025-10-02T10:30:21.960501
1900-07-02 12:25:00+00:00,-0.25336491509502124,-0.11624763874381923,0.5496519617065327,-1.1281521496355322,-0.345547370232544,-0.5824823725107175,-0.634922516329903,-6.978188705261221e-18,-8.204640795236539e-17,2.0511601988091347e-17,2.666508258451875e-16,-5.921189464667501e-17,-7.665319739725795e-16,0.0,-0.7284313590846837,-0.2672612419124244,8,-1,-1,0.24400655222094797,0,False,-18.940593902287247,-1.6096661267657097,2025-10-02T10:30:21.960501
1900-07-02 18:35:00+00:00,-0.25336491509502124,-0.11624763874381923,1.342419214167878,-1.1281521496355322,-0.345547370232544,-0.5824823725107175,-0.634922516329903,0.29784776944961977,-8.204640795236539e-17,2.0511601988091347e-17,2.666508258451875e-16,-5.921189464667501e-17,-7.665319739725795e-16,0.0,-0.7284313590846837,-0.2672612419124244,8,-1,-1,0.22892541004299444,0,False,-18.924352505288237,-1.9859509968683948,2025-10-02T10:30:21.960501
1900-07-02 18:40:00+00:00,-0.25336491509502124,-0.11624763874381923,1.342419214167878,-1.1281521496355322,-0.345547370232544,-0.5824823725107175,-0.634922516329903,0.29784776944961977,-8.204640795236539e-17,2.0511601988091347e-17,2.666508258451875e-16,-5.921189464667501e-17,-7.665319739725795e-16,0.0,-0.7284313590846837,-0.2672612419124244,8,-1,-1,0.22892541004299444,0,False,-18.92435250528822,-1.9859509968683944,2025-10-02T10:30:21.960501
2017-05-16 00:00:00+00:00,5.058094329202725,-0.11624763874381923,-1.0358825432161578,0.8864052604279182,-0.345547370232544,-0.5824823725107175,-0.634922516329903,-0.5463206695679357,4.285410439415908,4.677839275637854,1.3157883776834953,-4.756550662781206,0.40731138607062056,0.0,1.3728129459672884,-0.2672612419124244,9,-1,-1,-0.004016693245405323,1,True,-18.16727314601982,-2.0427534185941347,2025-10-02T10:30:21.960501
2017-05-16 00:05:00+00:00,4.847169954880432,-0.11624763874381923,-1.0358825432161578,0.8864052604279182,-0.345547370232544,-0.5824823725107175,-0.634922516329903,-0.5463206695679357,4.509028527294548,4.48585218618784,1.4401566381018307,-3.863753280503842,0.40731138607062056,0.0,1.3728129459672884,-0.2672612419124244,9,-1,-1,0.001056725158103844,0,False,-18.162453644630506,-1.9609547639168459,2025-10-02T10:30:21.960501
2017-05-16 00:10:00+00:00,4.732120296159182,-0.11624763874381923,-1.0358825432161578,0.8864052604279182,-0.345547370232544,-0.5824823725107175,-0.634922516329903,-0.5463206695679357,4.41901647886055,4.581845730912847,2.012099956870543,4.692131252810738,0.40731138607062056,0.0,1.3728129459672884,-0.2672612419124244,9,-1,-1,-0.015288291354235262,1,True,-18.133193983230708,-1.1533669970828864,2025-10-02T10:30:21.960501
2017-05-16 00:05:00+00:00,-0.2150150288546043,-0.11624763874381923,-1.0358825432161578,0.8864052604279182,-0.345547370232544,-0.5824823725107175,-0.634922516329903,-0.5463206695679357,1.1157799527615977,-1.1777669525875893,-0.5688949637142758,-5.921189464667501e-17,0.40731138607062056,0.0,1.3728129459672884,-0.2672612419124244,10,-1,-1,0.10721791974026484,0,False,-17.021710134144307,0.8852243095657861,2025-10-02T10:30:21.960501
2017-05-16 00:00:00+00:00,-0.15749019949397888,-0.11624763874381923,-1.0358825432161578,0.8864052604279182,-0.345547370232544,-0.5824823725107175,1.3630854021907708,-0.5463206695679357,-0.525318448739793,-0.8897863184125675,-0.5688949635063623,-5.921189464667501e-17,0.40731138607062056,0.0,1.3728129459672884,-0.2672612419124244,11,-1,-1,0.20785649264455913,0,False,-16.03215039166044,2.2028313599389775,2025-10-02T10:30:21.960501
2017-05-16 00:00:00+00:00,-0.04244054077272805,-0.11624763874381923,-1.0358825432161578,0.8864052604279182,-0.345547370232544,-0.5824823725107175,1.6960867219442166,-0.5463206695679357,-1.1220815038312077,-0.31382505006252387,-0.5688949634024055,-5.921189464667501e-17,0.40731138607062056,0.0,1.3728129459672884,-0.2672612419124244,12,-1,-1,0.21282136806164564,0,False,-15.036819878708643,2.4040205750341044,2025-10-02T10:30:21.960501
2017-05-16 00:00:00+00:00,-0.15749019949397888,-0.11624763874381923,-1.0358825432161578,0.8864052604279182,-0.345547370232544,-0.5824823725107175,1.3630854021907708,-0.5463206695679357,-0.525318448739793,-0.8897863184125675,-0.5688949635063623,-5.921189464667501e-17,0.40731138607062056,0.0,1.3728129459672884,-0.2672612419124244,13,-1,-1,0.21545165666752691,0,False,-14.034775483380788,2.2613044830467035,2025-10-02T10:30:21.960501
2017-05-16 00:00:00+00:00,-0.19584008573439582,-0.11624763874381923,-1.0358825432161578,0.8864052604279182,-0.345547370232544,-0.5824823725107175,0.6970827626838795,-0.5463206695679357,0.20405861859415822,-1.081773407862582,-0.568894963610319,-5.921189464667501e-17,0.40731138607062056,0.0,1.3728129459672884,-0.2672612419124244,14,-1,-1,0.18121389950423,0,False,-13.033791310710152,1.8394994043487785,2025-10-02T10:30:21.960501
2017-05-16 00:00:00+00:00,-0.04244054077272805,-0.11624763874381923,-1.0358825432161578,0.8864052604279182,-0.345547370232544,-0.5824823725107175,1.6960867219442166,-0.5463206695679357,-0.6247789579216956,-0.31382505006252387,-0.5688949634024055,-5.921189464667501e-17,0.40731138607062056,0.0,1.3728129459672884,-0.2672612419124244,15,-1,-1,0.22586612626651742,0,False,-12.045102278749024,2.3735652208049762,2025-10-02T10:30:21.960501
2017-05-16 00:00:00+00:00,-0.19584008573439582,-0.11624763874381923,-1.0358825432161578,0.8864052604279182,-0.345547370232544,-0.5824823725107175,0.6970827626838795,-0.5463206695679357,0.20405861859415822,-1.081773407862582,-0.568894963610319,-5.921189464667501e-17,0.40731138607062056,0.0,1.3728129459672884,-0.2672612419124244,16,-1,-1,0.18149585918540057,0,False,-11.036416402430502,1.8979725274565045,2025-10-02T10:30:21.960501
2017-05-16 00:00:00+00:00,-0.15749019949397888,-0.11624763874381923,-1.0358825432161578,0.8864052604279182,-0.345547370232544,-0.5824823725107175,1.3630854021907708,-0.5463206695679357,0.5687471522611341,-0.8897863184125675,-0.5688949635063623,-5.921189464667501e-17,0.40731138607062056,0.0,1.3728129459672884,-0.2672612419124244,17,-1,-1,0.19429860000895893,0,False,-10.049584144233174,2.1182876437025797,2025-10-02T10:30:21.960501
2017-05-16 00:05:00+00:00,-0.061615483892936515,-0.11624763874381923,-1.0358825432161578,0.8864052604279182,-0.345547370232544,-0.5824823725107175,1.6960867219442166,-0.5463206695679357,-1.0723512492402565,-0.40981859478753113,-0.5688949634118566,-5.921189464667501e-17,0.40731138607062056,0.0,1.3728129459672884,-0.2672612419124244,18,-1,-1,0.22220960668450834,0,False,-9.044282402568232,2.5893658107482236,2025-10-02T10:30:21.960501
2017-05-16 00:05:00+00:00,-0.13831525637377043,-0.11624763874381923,-1.0358825432161578,0.8864052604279182,-0.345547370232544,-0.5824823725107175,1.6960867219442166,-0.5463206695679357,-0.707662715573281,-0.7937927736875603,-0.5688949634766599,-5.921189464667501e-17,0.40731138607062056,0.0,1.3728129459672884,-0.2672612419124244,19,-1,-1,0.23467460400225026,0,False,-8.04539219737586,2.618917491570274,2025-10-02T10:30:21.960501
2017-05-16 00:05:00+00:00,-0.13831525637377043,-0.11624763874381923,-1.0358825432161578,0.8864052604279182,-0.345547370232544,-0.5824823725107175,1.6960867219442166,-0.5463206695679357,0.20405861859415822,-0.7937927736875603,-0.5688949634766599,-5.921189464667501e-17,0.40731138607062056,0.0,1.3728129459672884,-0.2672612419124244,20,-1,-1,0.21112164396043148,0,False,-7.054670141079108,2.4315181484911563,2025-10-02T10:30:21.960501
2017-05-16 00:05:00+00:00,0.13013394730914818,-0.11624763874381923,-1.0358825432161578,0.8864052604279182,-0.345547370232544,-0.5824823725107175,1.6960867219442166,-0.5463206695679357,-1.3458676494904884,0.5501168524625416,-0.5688949633578521,-5.921189464667501e-17,-5.4440643796755905,-6.123724356957946,1.3728129459672884,-0.2672612419124244,21,-1,-1,-0.002465692035575562,1,True,-6.063168682690417,2.9614766811685125,2025-10-02T10:30:21.960501
2017-05-16 00:05:00+00:00,-0.080790427013145,-0.11624763874381923,-1.0358825432161578,0.8864052604279182,-0.345547370232544,-0.5824823725107175,1.6960867219442166,-0.5463206695679357,-0.4037556041841346,-0.5058121395125383,-0.5688949634231968,-5.921189464667501e-17,0.40731138607062056,0.0,1.3728129459672884,-0.2672612419124244,22,-1,-1,0.2183001070463646,0,False,-5.054526650213076,2.5691880971795973,2025-10-02T10:30:21.960501
2017-05-16 00:05:00+00:00,-0.17666514261418736,-0.11624763874381923,-1.0358825432161578,0.8864052604279182,-0.345547370232544,-0.5824823725107175,1.0300840824373252,-0.5463206695679357,-1.6193840497407201,-0.9857798631375747,-0.5688949635479449,-5.921189464667501e-17,0.40731138607062056,0.0,1.3728129459672884,-0.2672612419124244,23,-1,-1,0.1732016514139325,0,False,-4.0340079461682175,2.674766725871699,2025-10-02T10:30:21.960501
2017-05-16 00:05:00+00:00,0.015084288587897366,-0.11624763874381923,-1.0358825432161578,0.8864052604279182,-0.345547370232544,-0.5824823725107175,1.6960867219442166,-0.5463206695679357,-1.2286463350975318,-0.025844415887502015,-0.5688949633816142,-5.921189464667501e-17,0.40731138607062056,0.0,1.3728129459672884,-0.2672612419124244,24,-1,-1,0.1919498417531092,0,False,-3.0541810911459613,2.7149532826030884,2025-10-02T10:30:21.960501
2017-05-16 00:05:00+00:00,-0.023265597652519576,-0.11624763874381923,-1.0358825432161578,0.8864052604279182,-0.345547370232544,-0.5824823725107175,1.6960867219442166,-0.5463206695679357,-0.707662715573281,-0.21783150533751658,-0.5688949633944086,-5.921189464667501e-17,0.40731138607062056,0.0,1.3728129459672884,-0.2672612419124244,25,-1,-1,0.21493572328303584,0,False,-2.05835083782157,2.6638826392121175,2025-10-02T10:30:21.960501
2017-05-16 00:10:00+00:00,-0.11914031325356193,-0.11624763874381923,-1.0358825432161578,0.8864052604279182,-0.345547370232544,-0.5824823725107175,1.6960867219442166,-0.5463206695679357,-0.8379086204543438,-0.697799228962553,-0.568894963454384,-5.921189464667501e-17,0.40731138607062056,0.0,1.3728129459672884,-0.2672612419124244,26,-1,-1,0.23509250398266002,0,False,-1.0542893319669473,2.832779038542813,2025-10-02T10:30:21.960501
2017-05-16 00:10:00+00:00,-0.13831525637377043,-0.11624763874381923,-1.0358825432161578,0.8864052604279182,-0.345547370232544,-0.5824823725107175,1.6960867219442166,-0.5463206695679357,-0.707662715573281,-0.7937927736875603,-0.5688949634766599,-5.921189464667501e-17,0.40731138607062056,0.0,1.3728129459672884,-0.2672612419124244,27,-1,-1,0.22991749832455083,0,False,-0.05589256425725981,2.852809984001179,2025-10-02T10:30:21.960501
2017-05-16 00:10:00+00:00,0.07260911794852278,-0.11624763874381923,-1.0358825432161578,0.8864052604279182,-0.345547370232544,-0.5824823725107175,1.6960867219442166,-0.5463206695679357,-0.9758160491519395,-0.025844415887502015,7.747644223774674,3.928172690474314,-6.367965816372375,6.123724356957946,1.3728129459672884,-0.2672612419124244,28,-1,-1,-0.06883762094164314,1,True,0.9646106070409797,3.37404988762668,2025-10-02T10:30:21.960501
2017-05-16 00:10:00+00:00,-0.13831525637377043,-0.11624763874381923,-1.0358825432161578,0.8864052604279182,-0.345547370232544,-0.5824823725107175,1.6960867219442166,-0.5463206695679357,-0.707662715573281,-0.7937927736875603,-0.5688949634766599,-5.921189464667501e-17,0.40731138607062056,0.0,1.3728129459672884,-0.2672612419124244,29,-1,-1,0.2248349914324072,0,False,1.941482344022388,2.911283107108905,2025-10-02T10:30:21.960501
2017-05-16 00:10:00+00:00,-0.09996537013335346,-0.11624763874381923,-1.0358825432161578,0.8864052604279182,-0.345547370232544,-0.5824823725107175,1.6960867219442166,-0.5463206695679357,-0.9355930491151407,-0.6018056842375457,-0.5688949634370577,-5.921189464667501e-17,0.40731138607062056,0.0,1.3728129459672884,-0.2672612419124244,30,-1,-1,0.21431400230818393,0,False,2.9404666925280947,2.95119390425997,2025-10-02T10:30:21.960501
2017-05-16 00:10:00+00:00,-0.11914031325356193,-0.11624763874381923,-1.0358825432161578,0.8864052604279182,-0.345547370232544,-0.5824823725107175,1.6960867219442166,-0.5463206695679357,-0.8379086204543438,-0.697799228962553,-0.568894963454384,-5.921189464667501e-17,0.40731138607062056,0.0,1.3728129459672884,-0.2672612419124244,31,-1,-1,0.21733220898814903,0,False,3.9391479387321757,2.9789618463121283,2025-10-02T10:30:21.960501
2017-05-16 00:10:00+00:00,-0.04244054077272805,-0.11624763874381923,-1.0358825432161578,0.8864052604279182,-0.345547370232544,-0.5824823725107175,1.6960867219442166,-0.5463206695679357,-0.6247789579216956,-0.31382505006252387,-0.5688949634024055,-5.921189464667501e-17,0.40731138607062056,0.0,1.3728129459672884,-0.2672612419124244,32,-1,-1,0.20247833701693013,0,False,4.932584441628006,2.8705867672206486,2025-10-02T10:30:21.960501
1900-07-05 16:55:00+00:00,-0.25336491509502124,-0.11624763874381923,1.0781634633474295,-1.1281521496355322,-0.345547370232544,-0.5824823725107175,-0.634922516329903,-6.978188705261221e-18,-8.204640795236539e-17,2.0511601988091347e-17,2.666508258451875e-16,-5.921189464667501e-17,-7.665319739725795e-16,0.0,-0.7284313590846837,-0.2672612419124244,33,-1,-1,0.25079715213534187,0,False,6.034424922087621,-1.0836511891099876,2025-10-02T10:30:21.960501
1900-07-05 17:00:00+00:00,-0.25336491509502124,-0.11624763874381923,1.2102913387576537,-1.1281521496355322,-0.345547370232544,-0.5824823725107175,-0.634922516329903,-6.978188705261221e-18,-8.204640795236539e-17,2.0511601988091347e-17,2.666508258451875e-16,-5.921189464667501e-17,-7.665319739725795e-16,0.0,-0.7284313590846837,-0.2672612419124244,33,-1,-1,0.24722027971865085,0,False,6.036383039807437,-1.1348759644077016,2025-10-02T10:30:21.960501
1900-07-04 03:25:00+00:00,-0.25336491509502124,-0.11624763874381923,-0.6394989169854852,0.8864052604279182,-0.345547370232544,-0.5824823725107175,-0.634922516329903,-6.978188705261221e-18,-8.204640795236539e-17,2.0511601988091347e-17,2.666508258451875e-16,-5.921189464667501e-17,-7.665319739725795e-16,0.0,-0.7284313590846837,-0.2672612419124244,34,-1,-1,0.24435009897231502,0,False,7.00053197144865,0.43242469328815947,2025-10-02T10:30:21.960501
