window_start,dbscan_cluster,dbscan_silhouette_score,isolation_forest_score,isolation_forest_anomaly,isolation_forest_top_anomaly,pca_component_1,pca_component_2
2017-07-03 20:25:00+00:00,-1,-1,0.15869731173038854,0,False,-26.93005832496873,-1.3019403501321474
1900-07-07 13:40:00+00:00,-1,-1,0.12856888305675862,0,False,-25.900720428737465,-2.4292469096714324
1900-07-05 12:50:00+00:00,-1,-1,0.2388511951371653,0,False,-24.932718627126196,-1.7850854960888867
1900-07-05 14:15:00+00:00,-1,-1,0.23432523607335565,0,False,-24.924309701006422,-1.9564712650007177
1900-07-03 15:45:00+00:00,-1,-1,0.2354540816027076,0,False,-23.923664129146786,-1.9784594787445686
1900-07-01 11:35:00+00:00,-1,-1,0.14253130209092785,0,False,-22.91306699243777,-2.170151456098013
1900-07-01 11:35:00+00:00,-1,-1,0.14253130209092785,0,False,18.170795350736206,-2.4059467338322205
1900-07-01 11:35:00+00:00,-1,-1,0.07484035778921239,0,False,-22.91306699243777,-2.170151456098013
1900-07-01 11:35:00+00:00,-1,-1,0.07484035778921239,0,False,18.170795350736206,-2.4059467338322205
1900-07-01 11:35:00+00:00,-1,-1,0.14253130209092785,0,False,-22.91306699243777,-2.170151456098013
1900-07-01 11:35:00+00:00,-1,-1,0.14253130209092785,0,False,18.170795350736206,-2.4059467338322205
1900-07-01 11:35:00+00:00,-1,-1,0.07484035778921239,0,False,-22.91306699243777,-2.170151456098013
1900-07-01 11:35:00+00:00,-1,-1,0.07484035778921239,0,False,18.170795350736206,-2.4059467338322205
1900-07-04 06:10:00+00:00,-1,-1,0.21939152701505665,0,False,-21.948404971025592,-1.3900271596410159
1900-07-04 06:50:00+00:00,-1,-1,0.21485163348900788,0,False,-21.943912280345447,-1.458963377957418
1900-07-04 09:00:00+00:00,-1,-1,0.2377411250149204,0,False,-21.938037927186013,-1.612637703850559
1900-07-04 09:55:00+00:00,-1,-1,0.24371850709782616,0,False,-21.94253061786616,-1.5437014855341569
1900-07-04 20:25:00+00:00,-1,-1,0.20614651560101988,0,False,-21.92811619736948,-1.286256771835005
1900-07-06 01:10:00+00:00,-1,-1,0.20090284035934547,0,False,-20.962140289225914,-0.35268569794098037
1900-07-03 18:35:00+00:00,-1,-1,0.2381110439966534,0,False,-19.927532650108198,-1.9462513401058552
1900-07-02 02:15:00+00:00,-1,-1,0.21451693087955154,0,False,-18.96280726322647,-0.34543735013096866
1900-07-02 12:25:00+00:00,-1,-1,0.24400655222094797,0,False,-18.940593902287247,-1.6096661267657097
1900-07-02 18:35:00+00:00,-1,-1,0.22892541004299444,0,False,-18.924352505288237,-1.9859509968683948
1900-07-02 18:40:00+00:00,-1,-1,0.22892541004299444,0,False,-18.92435250528822,-1.9859509968683944
2017-05-16 00:00:00+00:00,-1,-1,-0.004016693245405323,1,True,-18.16727314601982,-2.0427534185941347
2017-05-16 00:00:00+00:00,-1,-1,-0.004016693245405323,1,True,-16.03215039166044,2.2028313599389775
2017-05-16 00:00:00+00:00,-1,-1,-0.004016693245405323,1,True,-15.036819878708643,2.4040205750341044
2017-05-16 00:00:00+00:00,-1,-1,-0.004016693245405323,1,True,-14.034775483380788,2.2613044830467035
2017-05-16 00:00:00+00:00,-1,-1,-0.004016693245405323,1,True,-13.033791310710152,1.8394994043487785
2017-05-16 00:00:00+00:00,-1,-1,-0.004016693245405323,1,True,-12.045102278749024,2.3735652208049762
2017-05-16 00:00:00+00:00,-1,-1,-0.004016693245405323,1,True,-11.036416402430502,1.8979725274565045
2017-05-16 00:00:00+00:00,-1,-1,-0.004016693245405323,1,True,-10.049584144233174,2.1182876437025797
2017-05-16 00:00:00+00:00,-1,-1,0.20785649264455913,0,False,-18.16727314601982,-2.0427534185941347
2017-05-16 00:00:00+00:00,-1,-1,0.20785649264455913,0,False,-16.03215039166044,2.2028313599389775
2017-05-16 00:00:00+00:00,-1,-1,0.20785649264455913,0,False,-15.036819878708643,2.4040205750341044
2017-05-16 00:00:00+00:00,-1,-1,0.20785649264455913,0,False,-14.034775483380788,2.2613044830467035
2017-05-16 00:00:00+00:00,-1,-1,0.20785649264455913,0,False,-13.033791310710152,1.8394994043487785
2017-05-16 00:00:00+00:00,-1,-1,0.20785649264455913,0,False,-12.045102278749024,2.3735652208049762
2017-05-16 00:00:00+00:00,-1,-1,0.20785649264455913,0,False,-11.036416402430502,1.8979725274565045
2017-05-16 00:00:00+00:00,-1,-1,0.20785649264455913,0,False,-10.049584144233174,2.1182876437025797
2017-05-16 00:00:00+00:00,-1,-1,0.21282136806164564,0,False,-18.16727314601982,-2.0427534185941347
